camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
Cámara de Representantes	1722	Oct 27	Aprobación de impedimento del representante Wilson Borja para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1723	Oct 27	Aprobación de impedimento del representante María Violeta Niño para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1724	Oct 27	Aprobación de impedimento del representante Jorge Eduardo Casabianca para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1725	Oct 27	Aprobación de impedimento del representante Diego Patiño Ameriles para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1726	Oct 27	Aprobación de impedimento del representante Álvaro Pacheco Alvarez para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1727	Oct 27	Aprobación de la proposición de archivo del proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1728	Oct 27	Aprobación de la proposición con la que termina el informe de proyecto de ley 232 de 2008 cámara	aprobado	0%	0%	2009	
Cámara de Representantes	1729	Oct 27	Aprobación de los artículos en bloque con proposiciones ponentes del proyecto de ley 232 de 2008 cámara	aprobado	0%	0%	2009	
Cámara de Representantes	1730	Oct 27	Aprobación de artículo nuevo representante Julián Silva Meche del proyecto de ley 232 de 2008 cámara	aprobado	0%	0%	2009	
Cámara de Representantes	1731	Oct 27	Aprobación del título y de aprobación como ley de la república del proyecto de ley 232 de 2008 cámara	aprobado	0%	0%	2009	
Senado	2029	Oct 27	Aprobación de actas número 58, 59, 60,61,62,63,64; 01,02,03,05,07,08,09 y 10 de los días 9,10,11,16,17,18 y 19 de junio 20 y 28 de julio, 4 y 18 de agosto; 1,8,15 y ...	aprobado	100%	0%	2009	
Senado	2030	Oct 27	Aprobación renuncia del senador Oscar de Jesus Suarez Mira	aprobado	93%	7%	2009	
	2156	Oct 27	Aprobación de la proposición número 23 suscrita por el Representante Pedro Pablo Trujillo Ramírez, por medio de la cual se cita a la Superintendente de Servicios Públicos Domiciliarios y a ...	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2157	Oct 27	Aprobación de la proposición número 25 suscrita por los Representantes Fabiola Olaya Ribera, Álvaro Pacheco y Jorge Camelo, por medio de la cual se invita a la Comisión de Ordenamiento ...	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2158	Oct 27	Aprobación de la proposición número 26 suscrita por los representantes Pedro N. Pardo y Hector J. Osorio, por medio de la cual se cita a la Viceministra de Aguas y ...	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2159	Oct 27	Aprobación de la proposición número 27 suscrita por el representante Wilmer D. Ramírez, por medio de la cual se cita a debate de control político a la Superintendente de Servicios ...	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2394	Oct 27	Aprobación artículo 1 del proyecto de ley 047 de 2009 senado.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2395	Oct 27	Aprobación de sesión permanente	aprobado	95%	5%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2396	Oct 27	Aprobación del artículo 2 del proyecto de ley 047 de 2009	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2397	Oct 27	Aprobación del artículo 3 del proyecto de ley 047 de 2009	aprobado	98%	2%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2398	Oct 27	Aprobación del artículo 4 del proyecto de ley 047 de 2009	no-aprobado	78%	22%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2399	Oct 27	Aprobación reapertura del artículo 4 del proyecto de ley 047 de 2009	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2400	Oct 27	Aprobación del artículo 4 del proyecto de ley 047 de 2009.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2401	Oct 27	Aprobación reapertura del artículo 4 del proyecto de ley 047 de 2009 en la comisión primera de cámara de representantes	aprobado	96%	4%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2402	Oct 27	Aprobación del artículo 4 del proyecto de ley 047 de 2009.	aprobado	91%	9%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2544	Oct 27	Aprobación proposición sustantiva número al proyecto de ley número 047 de 2009 Senado acumulado con el número 088 de 2009 Cámara	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2545	Oct 27	Aprobación de sesión permanente	aprobado	95%	5%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2546	Oct 27	Aprobación artículo 2° del Proyecto de ley número 047 de 2009 Senado acumulado con el número 088 de 2009 cámara	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2547	Oct 27	Aprobación artículo 3° del Proyecto de ley número 047 de 2009 Senado acumulado con el número 088 de 2009 cámara	aprobado	98%	2%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2548	Oct 27	Aprobación artículo 4° del Proyecto de ley número 047 de 2009 Senado acumulado con el número 088 de 2009 cámara	aprobado	78%	22%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2598	Oct 27	Aprobación impedimento del representante Alonso Acosta Osio sobre el Proyecto de ley número 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2599	Oct 27	Aprobación de proposición con la que termina el informe de ponencia al proyecto de ley número 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2600	Oct 27	Aprobación en bloque de los artículos que no tienen proposición del proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2601	Oct 27	Aprobación de la proposición del representante Berner sobre el artículo 3 al proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2602	Oct 27	Aprobación de la proposición para que se modifique literal B del artículo 4 del proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2603	Oct 27	Aprobación de la proposición para que se modifique el artículo 22 del proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2604	Oct 27	Aprobación de la proposición del representante Berner León para que se adicione una parágrafo al artículo 47 del proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2605	Oct 27	Aprobación de la proposición presentada por el representante Juan Carlos Granados Becerra para que se modifique el artículo 48 del proyecto de ley 384 de 2009 Cámara acumulado al Proyecto ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2606	Oct 27	Aprobación proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2607	Oct 27	Aprobación para que el proyecto de ley 384 de 2009 Cámara acumulado al Proyecto de ley número 87 de 2008 Senado sea aprobado y tenga segundo debate	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2608	Oct 27	Aprobación de la proposición con la que termina el informe de ponencia al Proyecto de ley 382/09 Cámara 056/08 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2609	Oct 27	Aprobación para que se somete a votación el articulado en bloque, excepto el artículo 1 y el 10 que tienen proposición del Proyecto de ley 382/09 Cámara 056/08 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2610	Oct 27	Aprobación de la proposición para que se modifique el texto del Proyecto de ley 382/09 Cámara 056/08 Senado en sus artículos 1 y 10.	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2611	Oct 27	Aprobación del titulo del Proyecto de ley 382/09 Cámara 056/08 Senado	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2612	Oct 27	Aprobación para que el Proyecto de ley 382/09 Cámara 056/08 Senado tenga segundo debate	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2613	Oct 27	Aprobación proposición con que termina el informe de ponencia al proyecto de ley 030 de 2009 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2614	Oct 27	Aprobación del articulado del Proyecto de ley número 030 de 2009 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2615	Oct 27	Aprobación del Representante Pedro Obando para cambiar el titulo del Proyecto de ley número 030 de 2009 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2616	Oct 27	Aprobación para que el Proyecto de ley número 030 de 2009 Cámara tenga segundo debate.	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2617	Oct 27	Aprobación de proposición con la que termina el informe de ponencia del Proyecto de ley número 92 de 2008 Senado y 362 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2618	Oct 27	Aprobación de todos los artículos del Proyecto de ley número 92 de 2008 Senado y 362 Cámara con excepción de los artículos 4, 6 y 8.  	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2619	Oct 27	Aprobación del artículo cuarto y la proposición que lo modifica del Proyecto de ley número 92 de 2008 Senado y 362 Cámara   	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2620	Oct 27	Aprobación que modifica el titulo del Capítulo 3, los artículos 6 y 8 del Proyecto de ley número 92 de 2008 Senado y 362 Cámara. 	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2621	Oct 27	Aprobación del titulo del Proyecto de ley número 92 de 2008 Senado y 362 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2622	Oct 27	Aprobación para que el Proyecto de ley número 92 de 2008 Senado y 362 Cámara tenga segundo debate	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2623	Oct 27	Aprobación del aplazamiento de la discusión del Proyecto de ley número 92 de 2008 Senado y 362 Cámara	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2624	Oct 27	Aprobación de la proposición suscrita por Gema López, Jaime de Jesús Restrepo, Hector Faber Giraldo, Miguel Ángel Galvis, Diego Naranjo, Ciro Antonio Rodríguez, Buenaventura León y otros representantes, por medio ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2625	Oct 27	Aprobación de la proposición suscrita por los representantes Alonso Acosta Osio, Miguel Ángel Galvis y Alberto Gordon, por medio de la cual se cita a la Comisión a sesionar en ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2626	Oct 27	Aprobación de la proposición suscrita por el representante Pedro Obando, por medio de la cual se cita a la Ministra de Educación con el fin de que resuelva el cuestionario ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2905	Oct 21	Aprobación del orden de día	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2909	Oct 21	Aprobación sesión permanente	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2912	Oct 21	Aprobación sesión informal.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2917	Oct 21	Aprobación proposición Ubala	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2922	Oct 21	Aprobación de la proposición Min. Agricultura	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2987	Oct 21	Aprobación de las Actas números 003 y 004 correspondientes a las sesiones de 11 y 25 de agosto de 2009.	aprobado	100%	0%	2009	Comisión Quinta de Senado
	2988	Oct 21	Aprobación en bloque de dos proposiciones: 1) la proposición suscrita por los senadores Jorge Enrqiue Vélez, Luis Emilio Sierra, Tulio Sierra, Arturo Char y Jorge E. Robledo, por medio de ...	aprobado	100%	0%	2009	Comisión Quinta de Senado
	7449	Oct 21	Aprobación del Orden del Día.	no-quorum	100%	0%	2009	Comisión Tercera de Cámara de Representantes, Comisión Tercera de Senado
	7450	Oct 21	Aprobación de las actas número 08, 12, 06, 07, 01, correspondientes a las sesiones del 20 de mayo de 2008, junio 17 de 2008, marzo 7 de 2007, marzo 21 ...	aprobado	91%	9%	2009	Comisión Tercera de Cámara de Representantes, Comisión Tercera de Senado
	7451	Oct 21	Aprobación del Orden del Día.	aprobado	100%	0%	2009	Comisión Tercera de Cámara de Representantes, Comisión Tercera de Senado
Cámara de Representantes	1698	Oct 20	Aprobación del informe con que termina el informe del proyecto de ley 076 de 2009	aprobado	100%	0%	2009	
Cámara de Representantes	1699	Oct 20	Aprobación de todo el articulado del proyecto de ley 369 de 2009	aprobado	99%	1%	2009	
Cámara de Representantes	1700	Oct 20	Aprobación del título y aprobación como ley de la república del proyecto de ley 369 de 2009	aprobado	100%	0%	2009	
Cámara de Representantes	1701	Oct 20	Aprobación de sesión permanente	aprobado	100%	0%	2009	
Cámara de Representantes	1702	Oct 20	Aprobación de la proposición con la que termina el informe de proyecto de ley 076 de 2009	aprobado	89%	11%	2009	
Cámara de Representantes	1703	Oct 20	Aprobación de bloque articulado del proyecto de ley 076 de 2009	aprobado	92%	8%	2009	
Cámara de Representantes	1704	Oct 20	Aprobación de artículos 1 y 3 con anexos del proyecto de ley 076 de 2009	aprobado	93%	7%	2009	
Cámara de Representantes	1705	Oct 20	Aprobación de artículo 47 proyecto de ley 076 de 2009	aprobado	100%	0%	2009	
Cámara de Representantes	1706	Oct 20	Aprobación de artículo 47 proposición aditiva representante Pedro Nelson y otros proyectos de ley 076 de 2009	aprobado	70%	30%	2009	
